Оюутны_хувийн_дугаар,Санал_1_өгсөн_хөтөлбөрийн_дугаар,Санал_2_өгсөн_хөтөлбөрийн_нэр,Санал_3_өгсөн_хөтөлбөрийн_нэр,Санал_4_өгсөн_хөтөлбөрийн_нэр,Баталгаажуулсан_Хөтөлбөрийн_дугаар,Баталгаажуулсан_Хөтөлбөрийн_нэр
17e765a771bd09dbc0f32ceb009c33f5,Сэтгүүл зүй,"Гадаад хэл, орон судлал (Япон)","Гадаад хэл, орон судлал (Америк)",Гадаад хэлний орчуулга (Франц),5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
3a9aa73415722b7b19a7056c855d36f7,Улс төр судлал,Аялал жуулчлал,Хот ба бүс нутгийн төлөвлөлт,"Гадаад хэл, орон судлал (Япон)",bc4e5e14592fee0d5982cfc8ece31646,"Гадаад хэл, орон судлал (Япон)"
592162fe5a6b8534a12ea9d49c9b2cc0,"Багш, гадаад хэлний боловсрол (Англи)",Гадаад хэлний орчуулга (Англи),"Гадаад хэл, орон судлал (Их Британи)","Гадаад хэл, орон судлал (Америк)",433d0c3143c34a3cd95a5f75e9453098,"Багш, гадаад хэлний боловсрол (Англи)"
4c5805c55efb63eaa031da5683f3cd10,Улс төр судлал,Геологи,Сэтгүүл зүй,Сэтгэл судлал,fb94a20305c5308d13d5dedb1da488e6,Геологи
c66c910f815899ac36540f42f10590c3,Гадаад хэлний орчуулга (Англи),"Гадаад хэл, орон судлал (Солонгос)","Гадаад хэл, орон судлал (Хятад)",Гадаад хэлний орчуулга (Япон),ebae7af3b824e4aa9d24a52c56f9055f,Гадаад хэлний орчуулга (Япон)
5c21bb0124dc5bef1e1e85e73b67c2d4,Утга зохиол судлал,Урлаг судлал,Сэтгэл судлал,"Гадаад хэл, орон судлал (Их Британи)",1ab4049c658bf12997a2f40fac6a8982,Утга зохиол судлал
fb1bb8d597b51dfa5247a9e14e414d8c,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Сэтгэл судлал,Сэтгүүл зүй,Аялал жуулчлал,8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
39391e416b644c704399bf5e0577416a,"Гадаад хэл, орон судлал (Америк)",Гадаад хэлний орчуулга (Англи),"Гадаад хэл, орон судлал (Их Британи)","Багш, гадаад хэлний боловсрол (Англи)",6f1b5ccc22ec3298fe0a11530c3c9690,"Гадаад хэл, орон судлал (Америк)"
ac6cd5154715848ec0873e445061560d,Сэтгэл судлал,Улс төр судлал,Социологи,Философи,015417d81a4e3b385b41ec3d484ee3a3,Социологи
0bc14afdb834f5c7e2183a22e7ee9f08,Сэтгэл судлал,Нийгмийн ажил,Аялал жуулчлал,Улс төр судлал,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
b82240107b730a0e9841b3fd2c4e4793,"Гадаад хэл, орон судлал (Хятад)",Гадаад хэлний орчуулга (Хятад),"Гадаад хэл, орон судлал (Солонгос)","Гадаад хэл, орон судлал (Их Британи)",2a31f8b90c4151f0f70c952975436e60,"Гадаад хэл, орон судлал (Хятад)"
89d0005d7379daa48b0a0be21f41b488,Сэтгэл судлал,Сэтгүүл зүй,Гадаад хэлний орчуулга (Англи),Нийгмийн ажил,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
73552e7bda48f4396be750931540a062,Сэтгэл судлал,Нийгмийн ажил,Аялал жуулчлал,Философи,71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
be99d3637734d238456d299870449203,"Гадаад хэл, орон судлал (Солонгос)",Гадаад хэлний орчуулга (Солонгос),Сэтгэл судлал,"Багш, нийгмийн ухааны боловсрол (Түүх)",537d026023c121334a5412074edc5a55,Гадаад хэлний орчуулга (Солонгос)
b53bef24b6f9a158b4bb16676f784252,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Сэтгэл судлал,Хот ба бүс нутгийн төлөвлөлт,Улс төр судлал,8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
4e2004e5f81307138077a1be0c5d6e46,Нийгмийн ажил,"Гадаад хэл, орон судлал (Солонгос)","Газар зохион байгуулалт (төлөвлөлт, кадастр)",Улс төр судлал,71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
0360e5c2b0d85613dffc18a16348c784,Улс төр судлал,Сэтгүүл зүй,Нийгмийн ажил,Урлаг судлал,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
9438c90760b4e1cdb6baf3e24f856054,Сэтгүүл зүй,Сэтгэл судлал,Аялал жуулчлал,Гадаад хэлний орчуулга (Англи),5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
b9a1b9d72230449532c05d4f84143b27,Нийгмийн ажил,Социологи,Сэтгэл судлал,Аялал жуулчлал,015417d81a4e3b385b41ec3d484ee3a3,Социологи
f867b729df5507cef2e3daa7eefc0b38,"Багш, монгол хэл уран зохиолын боловсрол",Сэтгэл судлал,Хот ба бүс нутгийн төлөвлөлт,Аялал жуулчлал,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
c8f6e8c6093bc10f17da57e42020eb22,Улс төр судлал,Гадаад хэлний орчуулга (Англи),Нийгмийн ажил,Сэтгэл судлал,7142e350462c2df4058ba4895702edb5,Гадаад хэлний орчуулга (Англи)
e31e9022997344fe51e4afebd2f10790,Археологи,Сэтгүүл зүй,Гадаад хэлний орчуулга (Англи),Улс төр судлал,7142e350462c2df4058ba4895702edb5,Гадаад хэлний орчуулга (Англи)
35c2213873c4e7230702c236e0ac5541,"Багш, монгол хэл уран зохиолын боловсрол",Хэл шинжлэл (Монгол хэл),"Хэл, уран зохиол (Монгол хэл)",Утга зохиол судлал,e50679c3f4caed5a81cbd7701df68b95,"Багш, монгол хэл уран зохиолын боловсрол"
474f947d2a13d12924eb9778780cbc51,"Гадаад хэл, орон судлал (Америк)","Гадаад хэл, орон судлал (Их Британи)","Гадаад хэл, орон судлал (Хятад)",Аялал жуулчлал,6f1b5ccc22ec3298fe0a11530c3c9690,"Гадаад хэл, орон судлал (Америк)"
b08298ceaa4e099c516072d29b50651a,Сэтгэл судлал,Сэтгүүл зүй,"Багш, нийгмийн ухааны боловсрол (Түүх)",Аялал жуулчлал,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
1fae7053647e982390049345ab7a57e4,Нийгмийн ажил,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Аялал жуулчлал,Улс төр судлал,71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
19060745c432cc37becfbf930b1a4a2f,Социологи,Улс төр судлал,Сэтгүүл зүй,Философи,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
f2db00c02a29949a757989bae4da2fb3,Философи,Социологи,Улс төр судлал,Сэтгүүл зүй,d1c84167360487b08f6ce415b594a438,Философи
e481f80e01815f347dd5bbcfb9799bf5,Сэтгүүл зүй,Улс төр судлал,Социологи,Сэтгэл судлал,5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
42257abd1a1ebd090e9c8cf4e5aa24bc,"Гадаад хэл, орон судлал (Япон)",Гадаад хэлний орчуулга (Англи),Гадаад хэлний орчуулга (Япон),"Газар зохион байгуулалт (төлөвлөлт, кадастр)",bc4e5e14592fee0d5982cfc8ece31646,"Гадаад хэл, орон судлал (Япон)"
3d2d02eac9f21bffed1ea1976add9d82,Сэтгэл судлал,Сэтгүүл зүй,Социологи,Улс төр судлал,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
850bfbb3446aa74c9016786a911a80db,Сэтгүүл зүй,Гадаад хэлний орчуулга (Англи),Улс төр судлал,"Гадаад хэл, орон судлал (Америк)",5a33bf7d0dfd471f15a9074ea3ccc9c6,Сэтгүүл зүй
8eb8b4f401abbe22ce2cdcfada797484,Сэтгэл судлал,Социологи,Нийгмийн ажил,Гадаад хэлний орчуулга (Хятад),e5896f2500ce5055b7856c53daca22fb,Гадаад хэлний орчуулга (Хятад)
4272b16fdd1b7c1171b4a4f2bfa833ac,"Гадаад хэл, орон судлал (Хятад)",Гадаад хэлний орчуулга (Хятад),Хэл шинжлэл (Хятад),Сэтгэл судлал,e5896f2500ce5055b7856c53daca22fb,Гадаад хэлний орчуулга (Хятад)
e42a8ad5cb0fcd33e11f45576f4b5243,"Багш, нийгмийн ухааны боловсрол (Түүх)",Түүх,"Гадаад хэл, орон судлал (Их Британи)",Археологи,cf0e87b8fdf7a53fe8301de9f625c951,"Багш, нийгмийн ухааны боловсрол (Түүх)"
f948dbe9ae463b4c75ea05182d5d6ecd,"Гадаад хэл, орон судлал (Хятад)",Философи,Сэтгэл судлал,Аялал жуулчлал,2a31f8b90c4151f0f70c952975436e60,"Гадаад хэл, орон судлал (Хятад)"
179aa37beff923b2fb015eeda93555e8,Сэтгэл судлал,Социологи,Гадаад хэлний орчуулга (Герман),"Гадаад хэл, орон судлал (Солонгос)",015417d81a4e3b385b41ec3d484ee3a3,Социологи
b08258276393bfc08ac046dccf861876,Гадаад хэлний орчуулга (Солонгос),Аялал жуулчлал,Сэтгэл судлал,Сэтгүүл зүй,537d026023c121334a5412074edc5a55,Гадаад хэлний орчуулга (Солонгос)
8e2ff607121d764c9754f5e2d6542a9e,Улс төр судлал,Социологи,Философи,Хэл шинжлэл (Монгол хэл),a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
d3871ab5e6e5aba545c1432d7df44010,Сэтгэл судлал,Аялал жуулчлал,Философи,Урлаг судлал,a7333a75e14fa0f751d0760aa95c93dc,Урлаг судлал
32f36fad21f2a2f3884534f3fe4bd96b,"Гадаад хэл, орон судлал (Хятад)",Сэтгэл судлал,"Гадаад хэл, орон судлал (Солонгос)","Газар зохион байгуулалт (төлөвлөлт, кадастр)",2a31f8b90c4151f0f70c952975436e60,"Гадаад хэл, орон судлал (Хятад)"
bd90638067fbf4ee28a096920549807a,Социологи,Улс төр судлал,Сэтгүүл зүй,"Багш, монгол хэл уран зохиолын боловсрол",015417d81a4e3b385b41ec3d484ee3a3,Социологи
0f8223ff73cc3292afb091e8878aeca8,Сэтгэл судлал,Сэтгүүл зүй,Аялал жуулчлал,Улс төр судлал,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
1ed1fb1e1d4dfa7d81f228336c10abb8,Аялал жуулчлал,"Гадаад хэл, орон судлал (Солонгос)","Гадаад хэл, орон судлал (Япон)",Гадаад хэлний орчуулга (Солонгос),e225e30193be5ab813542b925408ef01,Аялал жуулчлал
e3f741e995354f5774bdd39e46aeefa3,"Багш, гадаад хэлний боловсрол (Англи)",Сэтгэл судлал,Аялал жуулчлал,Гадаад хэлний орчуулга (Солонгос),f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
f128f1ca263c288cadd74d0943d03e40,Сэтгэл судлал,"Гадаад хэл, орон судлал (Солонгос)",Сэтгүүл зүй,Философи,d1c84167360487b08f6ce415b594a438,Философи
c2ace5e35abff9cd3e1609f66f9b40f1,Гадаад хэлний орчуулга (Хятад),"Гадаад хэл, орон судлал (Хятад)",Хэл шинжлэл (Хятад),Гадаад хэлний орчуулга (Англи),e5896f2500ce5055b7856c53daca22fb,Гадаад хэлний орчуулга (Хятад)
ee0b4487c576470afd34a763fd5108fd,"Газар зохион байгуулалт (төлөвлөлт, кадастр)","Багш, нийгмийн ухааны боловсрол (Түүх)",Сэтгэл судлал,Биотехнологи,8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
540ae5884652551270847ffc9d9fc37d,Гадаад хэлний орчуулга (Хятад),Гадаад хэлний орчуулга (Япон),Нийгмийн ажил,Гадаад хэлний орчуулга (Солонгос),ebae7af3b824e4aa9d24a52c56f9055f,Гадаад хэлний орчуулга (Япон)
80d5097e50dbddc45133981e0829b249,"Гадаад хэл, орон судлал (Америк)",Гадаад хэлний орчуулга (Англи),Сэтгүүл зүй,Гадаад хэлний орчуулга (Солонгос),7142e350462c2df4058ba4895702edb5,Гадаад хэлний орчуулга (Англи)
9db3486e869f60899e34f99cde9e8c10,Гадаад хэлний орчуулга (Япон),"Гадаад хэл, орон судлал (Япон)","Газар зохион байгуулалт (төлөвлөлт, кадастр)",Улс төр судлал,ebae7af3b824e4aa9d24a52c56f9055f,Гадаад хэлний орчуулга (Япон)
757916d9920a466c68bdf5350e0a17d5,Сэтгэл судлал,Нийгмийн ажил,"Гадаад хэл, орон судлал (Хятад)",Хэл шинжлэл (Хятад),2a31f8b90c4151f0f70c952975436e60,"Гадаад хэл, орон судлал (Хятад)"
ed4db90a76395aae26652ee584d4cb2e,Нийгмийн ажил,Сэтгэл судлал,Социологи,"Багш, гадаад хэлний боловсрол (Англи)",71ef3f1844d4e8f272c6010667ef7263,Нийгмийн ажил
17203ae145e81bc4d96eb006dea83701,Сэтгэл судлал,Улс төр судлал,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Хот ба бүс нутгийн төлөвлөлт,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
9ede23ca7f2adaa6cab6a5f8da83a61c,"Гадаад хэл, орон судлал (Хятад)",Улс төр судлал,Гадаад хэлний орчуулга (Хятад),Сэтгэл судлал,2a31f8b90c4151f0f70c952975436e60,"Гадаад хэл, орон судлал (Хятад)"
ade5b779635217354a903f2a79f0bbb7,"Гадаад хэл, орон судлал (Япон)",Гадаад хэлний орчуулга (Япон),Аялал жуулчлал,Нийгмийн ажил,bc4e5e14592fee0d5982cfc8ece31646,"Гадаад хэл, орон судлал (Япон)"
e2c26b7ab0cb809688fa10765a9c7bac,"Багш, гадаад хэлний боловсрол (Англи)",Хот ба бүс нутгийн төлөвлөлт,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Гадаад хэлний орчуулга (Англи),433d0c3143c34a3cd95a5f75e9453098,"Багш, гадаад хэлний боловсрол (Англи)"
aaf69be118e874bd29418976a0f86f64,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Аялал жуулчлал,Хот ба бүс нутгийн төлөвлөлт,Байгаль орчныг зайнаас тандан судлал,be82c20edd144f0d44d09c464403049e,Байгаль орчныг зайнаас тандан судлал
f3b1c8b52c11737eec4c498cc3819f2a,"Гадаад хэл, орон судлал (Япон)",Аялал жуулчлал,Сэтгэл судлал,Нийгмийн ажил,bc4e5e14592fee0d5982cfc8ece31646,"Гадаад хэл, орон судлал (Япон)"
5cd1c656194040ee18eb997bc0e64e77,"Багш, монгол хэл уран зохиолын боловсрол",Хэл шинжлэл (Монгол хэл),Сэтгүүл зүй,Сэтгэл судлал,e50679c3f4caed5a81cbd7701df68b95,"Багш, монгол хэл уран зохиолын боловсрол"
1ed3e4e627501e91d07f115848109f16,"Багш, гадаад хэлний боловсрол (Англи)",Гадаад хэлний орчуулга (Солонгос),Гадаад хэлний орчуулга (Англи),Улс төр судлал,537d026023c121334a5412074edc5a55,Гадаад хэлний орчуулга (Солонгос)
bc1650a453670f4c204ec1aced41c59f,"Багш, монгол хэл уран зохиолын боловсрол",Аялал жуулчлал,"Багш, гадаад хэлний боловсрол (Англи)",Хот ба бүс нутгийн төлөвлөлт,e50679c3f4caed5a81cbd7701df68b95,"Багш, монгол хэл уран зохиолын боловсрол"
a2ad381fb27a893f9ef37e2f0e4a0d5b,Хэл шинжлэл (Монгол хэл),Социологи,Сэтгэл судлал,Аялал жуулчлал,6d2a59558b1cacfa641ede8ffd584dec,Хэл шинжлэл (Монгол хэл)
25255fb5412a74e3aca50681ea81e3d3,Аялал жуулчлал,Утга зохиол судлал,Сэтгэл судлал,Сэтгүүл зүй,e225e30193be5ab813542b925408ef01,Аялал жуулчлал
020be0150889b4113c5ab998e5040d82,Сэтгүүл зүй,Сэтгэл судлал,Социологи,"Гадаад хэл, орон судлал (Америк)",f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
fb510b05f9982247681b40a6c26d7fa3,Улс төр судлал,Аялал жуулчлал,Сэтгэл судлал,Биотехнологи,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
8b113af596dd2473722f249c5ba835bd,Гадаад хэлний орчуулга (Англи),"Гадаад хэл, орон судлал (Солонгос)",Аялал жуулчлал,"Гадаад хэл, орон судлал (Америк)",6f1b5ccc22ec3298fe0a11530c3c9690,"Гадаад хэл, орон судлал (Америк)"
8d1fa5ec3a110a02a0e1bc8bf0765e80,Түүх,Философи,Гадаад хэлний орчуулга (Англи),"Багш, гадаад хэлний боловсрол (Англи)",d1c84167360487b08f6ce415b594a438,Философи
06fe58808002d9fff105df19736cd6af,Урлаг судлал,Утга зохиол судлал,Сэтгэл судлал,"Хэл, уран зохиол (Монгол хэл)",a7333a75e14fa0f751d0760aa95c93dc,Урлаг судлал
2568befd949cd264c41bd499eea2e343,Аялал жуулчлал,"Гадаад хэл, орон судлал (Америк)",Газарзүй,Сэтгэл судлал,6f1b5ccc22ec3298fe0a11530c3c9690,"Гадаад хэл, орон судлал (Америк)"
4e03aea1fc504ea3f52ceda75f398a33,Аялал жуулчлал,Сэтгүүл зүй,Гадаад хэлний орчуулга (Франц),Хот ба бүс нутгийн төлөвлөлт,3c2ea965e0296fcf5931af68c6038044,Гадаад хэлний орчуулга (Франц)
41e2a75e41f1b6b47bdfa1a4d7232956,Гадаад хэлний орчуулга (Япон),Сэтгэл судлал,Урлаг судлал,Шашин судлал,ebae7af3b824e4aa9d24a52c56f9055f,Гадаад хэлний орчуулга (Япон)
2d7477b9a8f5114aae27c35393e08ee1,"Багш, гадаад хэлний боловсрол (Англи)","Гадаад хэл, орон судлал (Америк)",Улс төр судлал,Сэтгэл судлал,433d0c3143c34a3cd95a5f75e9453098,"Багш, гадаад хэлний боловсрол (Англи)"
fe948355eff6df5cc6c4bc64b3d909ff,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Улс төр судлал,Гадаад хэлний орчуулга (Солонгос),Гадаад хэлний орчуулга (Орос),d189489acf2c1dff327a931d7174f222,"Багш, гадаад хэлний боловсрол (Орос)"
76b954e2a49e1fcaf9ce50ccbee7c69a,Эдийн засаг,Хот ба бүс нутгийн төлөвлөлт,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Улс төр судлал,8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
bcf0569153e2830b5912a1d2395f061c,"Гадаад хэл, орон судлал (Хятад)",Гадаад хэлний орчуулга (Хятад),Хэл шинжлэл (Хятад),Гадаад хэлний орчуулга (Англи),e5896f2500ce5055b7856c53daca22fb,Гадаад хэлний орчуулга (Хятад)
33223b216730a98d148d89230d691655,"Багш, гадаад хэлний боловсрол (Англи)",Гадаад хэлний орчуулга (Англи),"Багш, гадаад хэлний боловсрол (Орос)","Гадаад хэл, орон судлал (Америк)",433d0c3143c34a3cd95a5f75e9453098,"Багш, гадаад хэлний боловсрол (Англи)"
dd46763a12063b98f6482ed7b2a8bbac,Гадаад хэлний орчуулга (Герман),Гадаад хэлний орчуулга (Орос),Аялал жуулчлал,Гадаад хэлний орчуулга (Франц),7701e9e7a7f95ef09cb22da3d02d3eba,Гадаад хэлний орчуулга (Герман)
0c093d77685e8a46b85c02350421f128,"Багш, гадаад хэлний боловсрол (Англи)",Хэл шинжлэл (Монгол хэл),Гадаад хэлний орчуулга (Англи),"Багш, монгол хэл уран зохиолын боловсрол",433d0c3143c34a3cd95a5f75e9453098,"Багш, гадаад хэлний боловсрол (Англи)"
f7d6130ea93ae2a2e0eee67fa8588246,"Гадаад хэл, орон судлал (Америк)","Гадаад хэл, орон судлал (Их Британи)",Археологи,Аялал жуулчлал,6ef844af73e4a38c20b66b4c565da4e3,"Гадаад хэл, орон судлал (Их Британи)"
3dfb00ead82bbc464ab6708e2539490e,Гадаад хэлний орчуулга (Герман),Гадаад хэлний орчуулга (Солонгос),Гадаад хэлний орчуулга (Франц),"Гадаад хэл, орон судлал (Америк)",7701e9e7a7f95ef09cb22da3d02d3eba,Гадаад хэлний орчуулга (Герман)
1e5033d90aea5029aad0cd2cb53182fb,"Гадаад хэл, орон судлал (Япон)",Гадаад хэлний орчуулга (Япон),Улс төр судлал,"Гадаад хэл, орон судлал (Америк)",ebae7af3b824e4aa9d24a52c56f9055f,Гадаад хэлний орчуулга (Япон)
599759050372a92a72b19928471588fa,Гадаад хэлний орчуулга (Герман),Аялал жуулчлал,Археологи,Улс төр судлал,7701e9e7a7f95ef09cb22da3d02d3eba,Гадаад хэлний орчуулга (Герман)
364945a33318b562e6c45af45d261fad,Гадаад хэлний орчуулга (Хятад),Аялал жуулчлал,Биохими,Сэтгэл судлал,e5896f2500ce5055b7856c53daca22fb,Гадаад хэлний орчуулга (Хятад)
7d2e33f5ce0e2780d576d2082e91d51c,"Багш, гадаад хэлний боловсрол (Англи)",Хэл шинжлэл (Монгол хэл),"Хэл, уран зохиол (Монгол хэл)","Багш, монгол хэл уран зохиолын боловсрол",6d2a59558b1cacfa641ede8ffd584dec,Хэл шинжлэл (Монгол хэл)
cd4323fac1bfe4038173935da5433333,Сэтгэл судлал,Гадаад хэлний орчуулга (Франц),"Гадаад хэл, орон судлал (Их Британи)",Социологи,015417d81a4e3b385b41ec3d484ee3a3,Социологи
6ce62ccb52c219954a3caba5cadd4dca,Сэтгэл судлал,Нийгмийн ажил,Улс төр судлал,Аялал жуулчлал,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
79b2ce74a49a72a6baa9816e6d3d10c1,Гадаад хэлний орчуулга (Герман),Улс төр судлал,"Гадаад хэл, орон судлал (Их Британи)",Сэтгэл судлал,7701e9e7a7f95ef09cb22da3d02d3eba,Гадаад хэлний орчуулга (Герман)
4bf1ffaa18b93cda1ec5ea1bba274037,Сэтгэл судлал,"Гадаад хэл, орон судлал (Америк)",Гадаад хэлний орчуулга (Англи),Хот ба бүс нутгийн төлөвлөлт,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
805264734fdb67b8f7e7fd1c693d52bb,"Гадаад хэл, орон судлал (Япон)",Аялал жуулчлал,Гадаад хэлний орчуулга (Англи),Гадаад хэлний орчуулга (Япон),ebae7af3b824e4aa9d24a52c56f9055f,Гадаад хэлний орчуулга (Япон)
7843f0f6d783b47788ebea891ef1d443,Хот ба бүс нутгийн төлөвлөлт,Социологи,Улс төр судлал,Нийгмийн ажил,a8f191147de4d6ccf205c4548cb2910e,Улс төр судлал
6a19c4784431679eae834e2cad1d73e8,"Гадаад хэл, орон судлал (Их Британи)","Гадаад хэл, орон судлал (Америк)",Гадаад хэлний орчуулга (Англи),Сэтгэл судлал,6f1b5ccc22ec3298fe0a11530c3c9690,"Гадаад хэл, орон судлал (Америк)"
6d40967b3959e2a4846f682fa027750b,Хэл шинжлэл (Монгол хэл),"Гадаад хэл, орон судлал (Япон)","Гадаад хэл, орон судлал (Хятад)","Багш, монгол хэл уран зохиолын боловсрол",6d2a59558b1cacfa641ede8ffd584dec,Хэл шинжлэл (Монгол хэл)
294626399b42554cba99e236866da2c3,Гадаад хэлний орчуулга (Солонгос),Гадаад хэлний орчуулга (Хятад),Гадаад хэлний орчуулга (Япон),"Гадаад хэл, орон судлал (Солонгос)",ebae7af3b824e4aa9d24a52c56f9055f,Гадаад хэлний орчуулга (Япон)
ea0ba9a1d7b2e99827ae87cf2a2a8c5c,Шашин судлал,Урлаг судлал,Хэл шинжлэл (Хятад),Улс төр судлал,566095f3cb92b1482e4895b13d5c2fc7,Шашин судлал
967c0150b1d2d24341567f500ff6cd9c,Сэтгүүл зүй,Аялал жуулчлал,Нийгмийн ажил,"Багш, монгол хэл уран зохиолын боловсрол",e50679c3f4caed5a81cbd7701df68b95,"Багш, монгол хэл уран зохиолын боловсрол"
61424b822be47e3becb9cfc6e237f4d7,Гадаад хэлний орчуулга (Хятад),Хэл шинжлэл (Хятад),Аялал жуулчлал,Сэтгэл судлал,386de820bced3ad92e3395158061dc7d,Хэл шинжлэл (Хятад)
1caaff327827e27af0f0c5f6f4f5d374,Гадаад хэлний орчуулга (Солонгос),"Гадаад хэл, орон судлал (Солонгос)","Гадаад хэл, орон судлал (Япон)",Гадаад хэлний орчуулга (Япон),0f6d96b9ff08d7104f0e8b66432a3ae8,"Гадаад хэл, орон судлал (Солонгос)"
7196fc4ffd6e34ea3305bc9e209afe20,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Аялал жуулчлал,Улс төр судлал,"Гадаад хэл, орон судлал (Япон)",8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
9dde8a5b2830cadeed31609bc6c86870,"Багш, гадаад хэлний боловсрол (Орос)","Гадаад хэл, орон судлал (Их Британи)","Гадаад хэл, орон судлал (Америк)","Гадаад хэл, орон судлал (Хятад)",d189489acf2c1dff327a931d7174f222,"Багш, гадаад хэлний боловсрол (Орос)"
b6c1a627674b73ba4c332c94136a31c6,Сэтгэл судлал,"Багш, монгол хэл уран зохиолын боловсрол","Багш, гадаад хэлний боловсрол (Англи)",Сэтгүүл зүй,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
4349040fc4c17f3181bdf25c39109a45,"Багш, гадаад хэлний боловсрол (Англи)",Сэтгэл судлал,Сэтгүүл зүй,"Гадаад хэл, орон судлал (Солонгос)",433d0c3143c34a3cd95a5f75e9453098,"Багш, гадаад хэлний боловсрол (Англи)"
ceff288291bba151740b951533a0924a,"Гадаад хэл, орон судлал (Америк)",Сэтгэл судлал,"Гадаад хэл, орон судлал (Их Британи)",Философи,f5cbfb6ff40d9bdee8f2804fdf2c14eb,Сэтгэл судлал
8a592e7b17c1ad8f1af97f866b22ddc4,Биохими,Аялал жуулчлал,Гадаад хэлний орчуулга (Хятад),Биотехнологи,1a62dc8e749bd9d24399bd61e64ab734,Биохими
6a913ffe1f98a3e9a0c76f395edc5397,Сэтгүүл зүй,Нийгмийн ажил,"Газар зохион байгуулалт (төлөвлөлт, кадастр)",Аялал жуулчлал,8d350b8f9f3c56f2bf7fd562eac48d2a,"Газар зохион байгуулалт (төлөвлөлт, кадастр)"
9e49b1841a7df3dba19f88de4ee6223b,"Багш, гадаад хэлний боловсрол (Англи)",Сэтгүүл зүй,Урлаг судлал,Аялал жуулчлал,a7333a75e14fa0f751d0760aa95c93dc,Урлаг судлал
4e966d0d35ec54bacffd1ff8dc712d94,"Багш, гадаад хэлний боловсрол (Англи)",Сэтгүүл зүй,Гадаад хэлний орчуулга (Солонгос),Нийгмийн ажил,433d0c3143c34a3cd95a5f75e9453098,"Багш, гадаад хэлний боловсрол (Англи)"
515ff15581c096b8447ddf544419459c,"Багш, нийгмийн ухааны боловсрол (Түүх)",Биологийн нөөцийн менежмент,Сэтгэл судлал,Хот ба бүс нутгийн төлөвлөлт,334ded6be7763db644b7dab0912e3483,Биологийн нөөцийн менежмент
0164b07f3ed9261cc14355d78f14af42,Улс төр судлал,"Багш, монгол хэл уран зохиолын боловсрол",Нийгмийн ажил,Хими,e50679c3f4caed5a81cbd7701df68b95,"Багш, монгол хэл уран зохиолын боловсрол"
019049e890f4d178d11c40b938de29a4,Гадаад хэлний орчуулга (Герман),"Гадаад хэл, орон судлал (Япон)",Утга зохиол судлал,Гадаад хэлний орчуулга (Япон),7701e9e7a7f95ef09cb22da3d02d3eba,Гадаад хэлний орчуулга (Герман)
3fddb62801b74c22b3b3d8a600bd8c53,"Гадаад хэл, орон судлал (Хятад)",Гадаад хэлний орчуулга (Япон),Гадаад хэлний орчуулга (Хятад),"Гадаад хэл, орон судлал (Япон)",bc4e5e14592fee0d5982cfc8ece31646,"Гадаад хэл, орон судлал (Япон)"
